ID,ProvinsiID,NamaProvinsi,Wilayah,JenisPerlakuan,JenisPerairan,Tahun,Volume
2322,31,DKI Jakarta,Jawa,pembekuan,Laut,2005,0
2323,32,Jawa Barat,Jawa,pembekuan,Laut,2005,3173
2324,33,Jawa Tengah,Jawa,pembekuan,Laut,2005,2458
2325,34,DI Yogyakarta,Jawa,pembekuan,Laut,2005,0
2326,35,Jawa Timur,Jawa,pembekuan,Laut,2005,13266
2327,51,Bali,Bali - Nusa Tenggara,pembekuan,Laut,2005,7560
2328,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pembekuan,Laut,2005,0
2329,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pembekuan,Laut,2005,0
2330,61,Kalimantan Barat,Kalimantan,pembekuan,Laut,2005,0
2331,62,Kalimantan Tengah,Kalimantan,pembekuan,Laut,2005,776
2332,63,Kalimantan Selatan,Kalimantan,pembekuan,Laut,2005,0
2333,64,Kalimantan Timur,Kalimantan,pembekuan,Laut,2005,4436
2334,71,Sulawesi Utara,Sulawesi,pembekuan,Laut,2005,72724
2335,75,Gorontalo,Sulawesi,pembekuan,Laut,2005,0
2336,72,Sulawesi Tengah,Sulawesi,pembekuan,Laut,2005,0
2337,73,Sulawesi Selatan,Sulawesi,pembekuan,Laut,2005,5388
2338,76,Sulawesi Barat,Sulawesi,pembekuan,Laut,2005,0
2339,74,Sulawesi Tenggara,Sulawesi,pembekuan,Laut,2005,8550
2340,81,Maluku,Maluku - Papua,pembekuan,Laut,2005,388217
2341,82,Maluku Utara,Maluku - Papua,pembekuan,Laut,2005,19381
2342,91,Papua Barat,Maluku - Papua,pembekuan,Laut,2005,55837
2343,94,Papua,Maluku - Papua,pembekuan,Laut,2005,174082
2344,11,Aceh,Sumatera,pembekuan,Laut,2006,0
2345,12,Sumatera Utara,Sumatera,pembekuan,Laut,2006,12937
2346,13,Sumatera Barat,Sumatera,pembekuan,Laut,2006,0
2347,14,Riau,Sumatera,pembekuan,Laut,2006,0
2348,21,Kepulauan Riau,Sumatera,pembekuan,Laut,2006,0
2349,15,Jambi,Sumatera,pembekuan,Laut,2006,3198
2350,16,Sumatera Selatan,Sumatera,pembekuan,Laut,2006,0
2351,19,Kepulauan Bangka Belitung,Sumatera,pembekuan,Laut,2006,14392
2352,17,Bengkulu,Sumatera,pembekuan,Laut,2006,0
2353,18,Lampung,Sumatera,pembekuan,Laut,2006,0
2354,36,Banten,Jawa,pembekuan,Laut,2006,0
2355,31,DKI Jakarta,Jawa,pembekuan,Laut,2006,17919
2356,32,Jawa Barat,Jawa,pembekuan,Laut,2006,3126
2357,33,Jawa Tengah,Jawa,pembekuan,Laut,2006,2458
2358,34,DI Yogyakarta,Jawa,pembekuan,Laut,2006,0
2359,35,Jawa Timur,Jawa,pembekuan,Laut,2006,31779
2360,51,Bali,Bali - Nusa Tenggara,pembekuan,Laut,2006,10262
2361,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pembekuan,Laut,2006,1029
2362,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pembekuan,Laut,2006,0
2363,61,Kalimantan Barat,Kalimantan,pembekuan,Laut,2006,796
2364,62,Kalimantan Tengah,Kalimantan,pembekuan,Laut,2006,434
2365,63,Kalimantan Selatan,Kalimantan,pembekuan,Laut,2006,0
2366,64,Kalimantan Timur,Kalimantan,pembekuan,Laut,2006,4099
2367,71,Sulawesi Utara,Sulawesi,pembekuan,Laut,2006,52541
2368,75,Gorontalo,Sulawesi,pembekuan,Laut,2006,0
2369,72,Sulawesi Tengah,Sulawesi,pembekuan,Laut,2006,800
2370,73,Sulawesi Selatan,Sulawesi,pembekuan,Laut,2006,5234
2371,76,Sulawesi Barat,Sulawesi,pembekuan,Laut,2006,0
2372,74,Sulawesi Tenggara,Sulawesi,pembekuan,Laut,2006,12928
2373,81,Maluku,Maluku - Papua,pembekuan,Laut,2006,367197
2374,82,Maluku Utara,Maluku - Papua,pembekuan,Laut,2006,21738
2375,91,Papua Barat,Maluku - Papua,pembekuan,Laut,2006,55837
2376,94,Papua,Maluku - Papua,pembekuan,Laut,2006,165993
2377,11,Aceh,Sumatera,pembekuan,Laut,2007,0
2378,12,Sumatera Utara,Sumatera,pembekuan,Laut,2007,17123
2379,13,Sumatera Barat,Sumatera,pembekuan,Laut,2007,0
2380,14,Riau,Sumatera,pembekuan,Laut,2007,0
2381,21,Kepulauan Riau,Sumatera,pembekuan,Laut,2007,0
2382,15,Jambi,Sumatera,pembekuan,Laut,2007,15862
2383,16,Sumatera Selatan,Sumatera,pembekuan,Laut,2007,0
2384,19,Kepulauan Bangka Belitung,Sumatera,pembekuan,Laut,2007,13207
2385,17,Bengkulu,Sumatera,pembekuan,Laut,2007,0
2386,18,Lampung,Sumatera,pembekuan,Laut,2007,0
2387,36,Banten,Jawa,pembekuan,Laut,2007,0
2388,31,DKI Jakarta,Jawa,pembekuan,Laut,2007,19325
2389,32,Jawa Barat,Jawa,pembekuan,Laut,2007,1748
2390,33,Jawa Tengah,Jawa,pembekuan,Laut,2007,1377
2391,34,DI Yogyakarta,Jawa,pembekuan,Laut,2007,0
2392,35,Jawa Timur,Jawa,pembekuan,Laut,2007,35986
2393,51,Bali,Bali - Nusa Tenggara,pembekuan,Laut,2007,17947
2394,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pembekuan,Laut,2007,2659
2395,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pembekuan,Laut,2007,0
2396,61,Kalimantan Barat,Kalimantan,pembekuan,Laut,2007,3263
2397,62,Kalimantan Tengah,Kalimantan,pembekuan,Laut,2007,1397
2398,63,Kalimantan Selatan,Kalimantan,pembekuan,Laut,2007,757
2399,64,Kalimantan Timur,Kalimantan,pembekuan,Laut,2007,1276
2400,71,Sulawesi Utara,Sulawesi,pembekuan,Laut,2007,52777
2401,75,Gorontalo,Sulawesi,pembekuan,Laut,2007,0
2402,72,Sulawesi Tengah,Sulawesi,pembekuan,Laut,2007,1240
2403,73,Sulawesi Selatan,Sulawesi,pembekuan,Laut,2007,3017
2404,76,Sulawesi Barat,Sulawesi,pembekuan,Laut,2007,0
2405,74,Sulawesi Tenggara,Sulawesi,pembekuan,Laut,2007,31935
2406,81,Maluku,Maluku - Papua,pembekuan,Laut,2007,285789
2407,82,Maluku Utara,Maluku - Papua,pembekuan,Laut,2007,25749
2408,91,Papua Barat,Maluku - Papua,pembekuan,Laut,2007,55770
2409,94,Papua,Maluku - Papua,pembekuan,Laut,2007,171352
2410,11,Aceh,Sumatera,pembekuan,Laut,2008,0
2411,12,Sumatera Utara,Sumatera,pembekuan,Laut,2008,13376
2412,13,Sumatera Barat,Sumatera,pembekuan,Laut,2008,0
2413,14,Riau,Sumatera,pembekuan,Laut,2008,0
2414,21,Kepulauan Riau,Sumatera,pembekuan,Laut,2008,0
2415,15,Jambi,Sumatera,pembekuan,Laut,2008,14603
2416,16,Sumatera Selatan,Sumatera,pembekuan,Laut,2008,0
2417,19,Kepulauan Bangka Belitung,Sumatera,pembekuan,Laut,2008,10410
2418,17,Bengkulu,Sumatera,pembekuan,Laut,2008,0
2419,18,Lampung,Sumatera,pembekuan,Laut,2008,0
2420,36,Banten,Jawa,pembekuan,Laut,2008,0
2421,31,DKI Jakarta,Jawa,pembekuan,Laut,2008,15869
2422,32,Jawa Barat,Jawa,pembekuan,Laut,2008,2051
2423,33,Jawa Tengah,Jawa,pembekuan,Laut,2008,874
2424,34,DI Yogyakarta,Jawa,pembekuan,Laut,2008,0
2425,35,Jawa Timur,Jawa,pembekuan,Laut,2008,51409
2426,51,Bali,Bali - Nusa Tenggara,pembekuan,Laut,2008,13409
2427,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pembekuan,Laut,2008,1796
2428,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pembekuan,Laut,2008,0
2429,61,Kalimantan Barat,Kalimantan,pembekuan,Laut,2008,4561
2430,62,Kalimantan Tengah,Kalimantan,pembekuan,Laut,2008,1431
2431,63,Kalimantan Selatan,Kalimantan,pembekuan,Laut,2008,6907
2432,64,Kalimantan Timur,Kalimantan,pembekuan,Laut,2008,1329
2433,71,Sulawesi Utara,Sulawesi,pembekuan,Laut,2008,42032
2434,75,Gorontalo,Sulawesi,pembekuan,Laut,2008,0
2435,72,Sulawesi Tengah,Sulawesi,pembekuan,Laut,2008,1625
2436,73,Sulawesi Selatan,Sulawesi,pembekuan,Laut,2008,1850
2437,76,Sulawesi Barat,Sulawesi,pembekuan,Laut,2008,0
2438,74,Sulawesi Tenggara,Sulawesi,pembekuan,Laut,2008,15207
2439,81,Maluku,Maluku - Papua,pembekuan,Laut,2008,79844
2440,82,Maluku Utara,Maluku - Papua,pembekuan,Laut,2008,30700
2441,91,Papua Barat,Maluku - Papua,pembekuan,Laut,2008,170557
2442,94,Papua,Maluku - Papua,pembekuan,Laut,2008,39661
2443,11,Aceh,Sumatera,pembekuan,Laut,2009,0
2444,12,Sumatera Utara,Sumatera,pembekuan,Laut,2009,13294
2445,13,Sumatera Barat,Sumatera,pembekuan,Laut,2009,0
2446,14,Riau,Sumatera,pembekuan,Laut,2009,0
2447,21,Kepulauan Riau,Sumatera,pembekuan,Laut,2009,0
2448,15,Jambi,Sumatera,pembekuan,Laut,2009,14658
2449,16,Sumatera Selatan,Sumatera,pembekuan,Laut,2009,0
2450,19,Kepulauan Bangka Belitung,Sumatera,pembekuan,Laut,2009,4413
2451,17,Bengkulu,Sumatera,pembekuan,Laut,2009,0
2452,18,Lampung,Sumatera,pembekuan,Laut,2009,0
2453,36,Banten,Jawa,pembekuan,Laut,2009,0
2454,31,DKI Jakarta,Jawa,pembekuan,Laut,2009,40493
2455,32,Jawa Barat,Jawa,pembekuan,Laut,2009,1364
2456,33,Jawa Tengah,Jawa,pembekuan,Laut,2009,3718
2457,34,DI Yogyakarta,Jawa,pembekuan,Laut,2009,0
2458,35,Jawa Timur,Jawa,pembekuan,Laut,2009,51546
2459,51,Bali,Bali - Nusa Tenggara,pembekuan,Laut,2009,8310
2460,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pembekuan,Laut,2009,1424
2461,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pembekuan,Laut,2009,0
2462,61,Kalimantan Barat,Kalimantan,pembekuan,Laut,2009,1620
2463,62,Kalimantan Tengah,Kalimantan,pembekuan,Laut,2009,916
2464,63,Kalimantan Selatan,Kalimantan,pembekuan,Laut,2009,5810
2465,64,Kalimantan Timur,Kalimantan,pembekuan,Laut,2009,829
2466,71,Sulawesi Utara,Sulawesi,pembekuan,Laut,2009,41955
2467,75,Gorontalo,Sulawesi,pembekuan,Laut,2009,0
2468,72,Sulawesi Tengah,Sulawesi,pembekuan,Laut,2009,55
2469,73,Sulawesi Selatan,Sulawesi,pembekuan,Laut,2009,1257
2470,76,Sulawesi Barat,Sulawesi,pembekuan,Laut,2009,0
2471,74,Sulawesi Tenggara,Sulawesi,pembekuan,Laut,2009,16358
2472,81,Maluku,Maluku - Papua,pembekuan,Laut,2009,86106
2473,82,Maluku Utara,Maluku - Papua,pembekuan,Laut,2009,14065
2474,91,Papua Barat,Maluku - Papua,pembekuan,Laut,2009,39661
2475,94,Papua,Maluku - Papua,pembekuan,Laut,2009,160441
2476,11,Aceh,Sumatera,pembekuan,Laut,2010,0
2477,12,Sumatera Utara,Sumatera,pembekuan,Laut,2010,13935
2478,13,Sumatera Barat,Sumatera,pembekuan,Laut,2010,0
2479,14,Riau,Sumatera,pembekuan,Laut,2010,0
2480,21,Kepulauan Riau,Sumatera,pembekuan,Laut,2010,0
2481,15,Jambi,Sumatera,pembekuan,Laut,2010,16624
2482,16,Sumatera Selatan,Sumatera,pembekuan,Laut,2010,0
2483,19,Kepulauan Bangka Belitung,Sumatera,pembekuan,Laut,2010,7509
2484,17,Bengkulu,Sumatera,pembekuan,Laut,2010,0
2485,18,Lampung,Sumatera,pembekuan,Laut,2010,0
2486,36,Banten,Jawa,pembekuan,Laut,2010,10
2487,31,DKI Jakarta,Jawa,pembekuan,Laut,2010,44335
2488,32,Jawa Barat,Jawa,pembekuan,Laut,2010,1426
2489,33,Jawa Tengah,Jawa,pembekuan,Laut,2010,2179
2490,34,DI Yogyakarta,Jawa,pembekuan,Laut,2010,0
2491,35,Jawa Timur,Jawa,pembekuan,Laut,2010,18438
2492,51,Bali,Bali - Nusa Tenggara,pembekuan,Laut,2010,9793
2493,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pembekuan,Laut,2010,2379
2494,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pembekuan,Laut,2010,0
2495,61,Kalimantan Barat,Kalimantan,pembekuan,Laut,2010,5166
2496,62,Kalimantan Tengah,Kalimantan,pembekuan,Laut,2010,1368
2497,63,Kalimantan Selatan,Kalimantan,pembekuan,Laut,2010,6995
2498,64,Kalimantan Timur,Kalimantan,pembekuan,Laut,2010,6104
2499,71,Sulawesi Utara,Sulawesi,pembekuan,Laut,2010,41969
2500,75,Gorontalo,Sulawesi,pembekuan,Laut,2010,0
2501,72,Sulawesi Tengah,Sulawesi,pembekuan,Laut,2010,3378
2502,73,Sulawesi Selatan,Sulawesi,pembekuan,Laut,2010,835
2503,76,Sulawesi Barat,Sulawesi,pembekuan,Laut,2010,0
2504,74,Sulawesi Tenggara,Sulawesi,pembekuan,Laut,2010,15821
2505,81,Maluku,Maluku - Papua,pembekuan,Laut,2010,247213
2506,82,Maluku Utara,Maluku - Papua,pembekuan,Laut,2010,15755
2507,91,Papua Barat,Maluku - Papua,pembekuan,Laut,2010,51147
2508,94,Papua,Maluku - Papua,pembekuan,Laut,2010,182357
2509,11,Aceh,Sumatera,pembekuan,Laut,2011,0
2510,12,Sumatera Utara,Sumatera,pembekuan,Laut,2011,25244
2511,13,Sumatera Barat,Sumatera,pembekuan,Laut,2011,0
2512,14,Riau,Sumatera,pembekuan,Laut,2011,0
2513,21,Kepulauan Riau,Sumatera,pembekuan,Laut,2011,0
2514,15,Jambi,Sumatera,pembekuan,Laut,2011,10113
2515,16,Sumatera Selatan,Sumatera,pembekuan,Laut,2011,0
2516,19,Kepulauan Bangka Belitung,Sumatera,pembekuan,Laut,2011,9235
2517,17,Bengkulu,Sumatera,pembekuan,Laut,2011,0
2518,18,Lampung,Sumatera,pembekuan,Laut,2011,0
2519,36,Banten,Jawa,pembekuan,Laut,2011,551
2520,31,DKI Jakarta,Jawa,pembekuan,Laut,2011,26023
2521,32,Jawa Barat,Jawa,pembekuan,Laut,2011,335
2522,33,Jawa Tengah,Jawa,pembekuan,Laut,2011,1902
2523,34,DI Yogyakarta,Jawa,pembekuan,Laut,2011,0
2524,35,Jawa Timur,Jawa,pembekuan,Laut,2011,11705
2525,51,Bali,Bali - Nusa Tenggara,pembekuan,Laut,2011,9316
2526,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pembekuan,Laut,2011,1309
2527,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pembekuan,Laut,2011,0
2528,61,Kalimantan Barat,Kalimantan,pembekuan,Laut,2011,6267
2529,62,Kalimantan Tengah,Kalimantan,pembekuan,Laut,2011,1210
2530,63,Kalimantan Selatan,Kalimantan,pembekuan,Laut,2011,5516
2531,64,Kalimantan Timur,Kalimantan,pembekuan,Laut,2011,3294
2532,71,Sulawesi Utara,Sulawesi,pembekuan,Laut,2011,41969
2533,75,Gorontalo,Sulawesi,pembekuan,Laut,2011,0
2534,72,Sulawesi Tengah,Sulawesi,pembekuan,Laut,2011,5544
2535,73,Sulawesi Selatan,Sulawesi,pembekuan,Laut,2011,2366
2536,76,Sulawesi Barat,Sulawesi,pembekuan,Laut,2011,0
2537,74,Sulawesi Tenggara,Sulawesi,pembekuan,Laut,2011,17309
2538,81,Maluku,Maluku - Papua,pembekuan,Laut,2011,151965
2539,82,Maluku Utara,Maluku - Papua,pembekuan,Laut,2011,15977
2540,91,Papua Barat,Maluku - Papua,pembekuan,Laut,2011,51148
2541,94,Papua,Maluku - Papua,pembekuan,Laut,2011,198781
2542,11,Aceh,Sumatera,pengalengan,Laut,2001,0
2543,12,Sumatera Utara,Sumatera,pengalengan,Laut,2001,0
2544,13,Sumatera Barat,Sumatera,pengalengan,Laut,2001,0
2545,14,Riau,Sumatera,pengalengan,Laut,2001,0
2546,21,Kepulauan Riau,Sumatera,pengalengan,Laut,2001,0
2547,15,Jambi,Sumatera,pengalengan,Laut,2001,0
2548,16,Sumatera Selatan,Sumatera,pengalengan,Laut,2001,0
2549,19,Kepulauan Bangka Belitung,Sumatera,pengalengan,Laut,2001,0
2550,17,Bengkulu,Sumatera,pengalengan,Laut,2001,0
2551,18,Lampung,Sumatera,pengalengan,Laut,2001,828
2552,36,Banten,Jawa,pengalengan,Laut,2001,0
2553,31,DKI Jakarta,Jawa,pengalengan,Laut,2001,0
2554,32,Jawa Barat,Jawa,pengalengan,Laut,2001,0
2555,33,Jawa Tengah,Jawa,pengalengan,Laut,2001,953
2556,34,DI Yogyakarta,Jawa,pengalengan,Laut,2001,0
2557,35,Jawa Timur,Jawa,pengalengan,Laut,2001,5090
2558,51,Bali,Bali - Nusa Tenggara,pengalengan,Laut,2001,8148
2559,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pengalengan,Laut,2001,0
2560,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pengalengan,Laut,2001,0
2561,61,Kalimantan Barat,Kalimantan,pengalengan,Laut,2001,0
2562,62,Kalimantan Tengah,Kalimantan,pengalengan,Laut,2001,0
2563,63,Kalimantan Selatan,Kalimantan,pengalengan,Laut,2001,0
2564,64,Kalimantan Timur,Kalimantan,pengalengan,Laut,2001,0
2565,71,Sulawesi Utara,Sulawesi,pengalengan,Laut,2001,31797
2566,75,Gorontalo,Sulawesi,pengalengan,Laut,2001,0
2567,72,Sulawesi Tengah,Sulawesi,pengalengan,Laut,2001,0
2568,73,Sulawesi Selatan,Sulawesi,pengalengan,Laut,2001,0
2569,76,Sulawesi Barat,Sulawesi,pengalengan,Laut,2001,0
2570,74,Sulawesi Tenggara,Sulawesi,pengalengan,Laut,2001,0
2571,81,Maluku,Maluku - Papua,pengalengan,Laut,2001,0
2572,82,Maluku Utara,Maluku - Papua,pengalengan,Laut,2001,0
2573,91,Papua Barat,Maluku - Papua,pengalengan,Laut,2001,0
2574,94,Papua,Maluku - Papua,pengalengan,Laut,2001,3021
2575,11,Aceh,Sumatera,pengalengan,Laut,2002,0
2576,12,Sumatera Utara,Sumatera,pengalengan,Laut,2002,0
2577,13,Sumatera Barat,Sumatera,pengalengan,Laut,2002,0
2578,14,Riau,Sumatera,pengalengan,Laut,2002,0
2579,21,Kepulauan Riau,Sumatera,pengalengan,Laut,2002,0
2580,15,Jambi,Sumatera,pengalengan,Laut,2002,0
2581,16,Sumatera Selatan,Sumatera,pengalengan,Laut,2002,0
2582,19,Kepulauan Bangka Belitung,Sumatera,pengalengan,Laut,2002,0
2583,17,Bengkulu,Sumatera,pengalengan,Laut,2002,0
2584,18,Lampung,Sumatera,pengalengan,Laut,2002,3348
2585,36,Banten,Jawa,pengalengan,Laut,2002,0
2586,31,DKI Jakarta,Jawa,pengalengan,Laut,2002,0
2587,32,Jawa Barat,Jawa,pengalengan,Laut,2002,0
2588,33,Jawa Tengah,Jawa,pengalengan,Laut,2002,1027
2589,34,DI Yogyakarta,Jawa,pengalengan,Laut,2002,0
2590,35,Jawa Timur,Jawa,pengalengan,Laut,2002,5269
2591,51,Bali,Bali - Nusa Tenggara,pengalengan,Laut,2002,14547
2592,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pengalengan,Laut,2002,0
2593,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pengalengan,Laut,2002,0
2594,61,Kalimantan Barat,Kalimantan,pengalengan,Laut,2002,22
2595,62,Kalimantan Tengah,Kalimantan,pengalengan,Laut,2002,0
2596,63,Kalimantan Selatan,Kalimantan,pengalengan,Laut,2002,0
2597,64,Kalimantan Timur,Kalimantan,pengalengan,Laut,2002,0
2598,71,Sulawesi Utara,Sulawesi,pengalengan,Laut,2002,41396
2599,75,Gorontalo,Sulawesi,pengalengan,Laut,2002,0
2600,72,Sulawesi Tengah,Sulawesi,pengalengan,Laut,2002,0
2601,73,Sulawesi Selatan,Sulawesi,pengalengan,Laut,2002,0
2602,76,Sulawesi Barat,Sulawesi,pengalengan,Laut,2002,0
2603,74,Sulawesi Tenggara,Sulawesi,pengalengan,Laut,2002,0
2604,81,Maluku,Maluku - Papua,pengalengan,Laut,2002,0
2605,82,Maluku Utara,Maluku - Papua,pengalengan,Laut,2002,0
2606,91,Papua Barat,Maluku - Papua,pengalengan,Laut,2002,0
2607,94,Papua,Maluku - Papua,pengalengan,Laut,2002,724
2608,11,Aceh,Sumatera,pengalengan,Laut,2003,0
2609,12,Sumatera Utara,Sumatera,pengalengan,Laut,2003,0
2610,13,Sumatera Barat,Sumatera,pengalengan,Laut,2003,0
2611,14,Riau,Sumatera,pengalengan,Laut,2003,0
2612,21,Kepulauan Riau,Sumatera,pengalengan,Laut,2003,0
2613,15,Jambi,Sumatera,pengalengan,Laut,2003,0
2614,16,Sumatera Selatan,Sumatera,pengalengan,Laut,2003,0
2615,19,Kepulauan Bangka Belitung,Sumatera,pengalengan,Laut,2003,0
2616,17,Bengkulu,Sumatera,pengalengan,Laut,2003,0
2617,18,Lampung,Sumatera,pengalengan,Laut,2003,6318
2618,36,Banten,Jawa,pengalengan,Laut,2003,0
2619,31,DKI Jakarta,Jawa,pengalengan,Laut,2003,0
2620,32,Jawa Barat,Jawa,pengalengan,Laut,2003,0
2621,33,Jawa Tengah,Jawa,pengalengan,Laut,2003,3685
2622,34,DI Yogyakarta,Jawa,pengalengan,Laut,2003,0
2623,35,Jawa Timur,Jawa,pengalengan,Laut,2003,7205
2624,51,Bali,Bali - Nusa Tenggara,pengalengan,Laut,2003,8323
2625,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pengalengan,Laut,2003,0
2626,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pengalengan,Laut,2003,0
2627,61,Kalimantan Barat,Kalimantan,pengalengan,Laut,2003,32
2628,62,Kalimantan Tengah,Kalimantan,pengalengan,Laut,2003,0
2629,63,Kalimantan Selatan,Kalimantan,pengalengan,Laut,2003,0
2630,64,Kalimantan Timur,Kalimantan,pengalengan,Laut,2003,0
2631,71,Sulawesi Utara,Sulawesi,pengalengan,Laut,2003,23430
2632,75,Gorontalo,Sulawesi,pengalengan,Laut,2003,0
2633,72,Sulawesi Tengah,Sulawesi,pengalengan,Laut,2003,0
2634,73,Sulawesi Selatan,Sulawesi,pengalengan,Laut,2003,198
2635,76,Sulawesi Barat,Sulawesi,pengalengan,Laut,2003,0
2636,74,Sulawesi Tenggara,Sulawesi,pengalengan,Laut,2003,0
2637,81,Maluku,Maluku - Papua,pengalengan,Laut,2003,0
2638,82,Maluku Utara,Maluku - Papua,pengalengan,Laut,2003,0
2639,91,Papua Barat,Maluku - Papua,pengalengan,Laut,2003,0
2640,94,Papua,Maluku - Papua,pengalengan,Laut,2003,446
2641,11,Aceh,Sumatera,pengalengan,Laut,2004,0
2642,12,Sumatera Utara,Sumatera,pengalengan,Laut,2004,0
2643,13,Sumatera Barat,Sumatera,pengalengan,Laut,2004,0
2644,14,Riau,Sumatera,pengalengan,Laut,2004,0
2645,21,Kepulauan Riau,Sumatera,pengalengan,Laut,2004,0
2646,15,Jambi,Sumatera,pengalengan,Laut,2004,0
2647,16,Sumatera Selatan,Sumatera,pengalengan,Laut,2004,0
2648,19,Kepulauan Bangka Belitung,Sumatera,pengalengan,Laut,2004,0
2649,17,Bengkulu,Sumatera,pengalengan,Laut,2004,0
2650,18,Lampung,Sumatera,pengalengan,Laut,2004,5515
2651,36,Banten,Jawa,pengalengan,Laut,2004,0
2652,31,DKI Jakarta,Jawa,pengalengan,Laut,2004,0
2653,32,Jawa Barat,Jawa,pengalengan,Laut,2004,866
2654,33,Jawa Tengah,Jawa,pengalengan,Laut,2004,1469
2655,34,DI Yogyakarta,Jawa,pengalengan,Laut,2004,0
2656,35,Jawa Timur,Jawa,pengalengan,Laut,2004,5531
2657,51,Bali,Bali - Nusa Tenggara,pengalengan,Laut,2004,5119
2658,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pengalengan,Laut,2004,0
2659,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pengalengan,Laut,2004,0
2660,61,Kalimantan Barat,Kalimantan,pengalengan,Laut,2004,21
2661,62,Kalimantan Tengah,Kalimantan,pengalengan,Laut,2004,0
2662,63,Kalimantan Selatan,Kalimantan,pengalengan,Laut,2004,0
2663,64,Kalimantan Timur,Kalimantan,pengalengan,Laut,2004,0
2664,71,Sulawesi Utara,Sulawesi,pengalengan,Laut,2004,43849
2665,75,Gorontalo,Sulawesi,pengalengan,Laut,2004,0
2666,72,Sulawesi Tengah,Sulawesi,pengalengan,Laut,2004,0
2667,73,Sulawesi Selatan,Sulawesi,pengalengan,Laut,2004,0
2668,76,Sulawesi Barat,Sulawesi,pengalengan,Laut,2004,0
2669,74,Sulawesi Tenggara,Sulawesi,pengalengan,Laut,2004,0
2670,81,Maluku,Maluku - Papua,pengalengan,Laut,2004,0
2671,82,Maluku Utara,Maluku - Papua,pengalengan,Laut,2004,0
2672,91,Papua Barat,Maluku - Papua,pengalengan,Laut,2004,0
2673,94,Papua,Maluku - Papua,pengalengan,Laut,2004,939
2674,11,Aceh,Sumatera,pengalengan,Laut,2005,0
2675,12,Sumatera Utara,Sumatera,pengalengan,Laut,2005,0
2676,13,Sumatera Barat,Sumatera,pengalengan,Laut,2005,0
2677,14,Riau,Sumatera,pengalengan,Laut,2005,0
2678,21,Kepulauan Riau,Sumatera,pengalengan,Laut,2005,0
2679,15,Jambi,Sumatera,pengalengan,Laut,2005,0
2680,16,Sumatera Selatan,Sumatera,pengalengan,Laut,2005,0
2681,19,Kepulauan Bangka Belitung,Sumatera,pengalengan,Laut,2005,0
2682,17,Bengkulu,Sumatera,pengalengan,Laut,2005,0
2683,18,Lampung,Sumatera,pengalengan,Laut,2005,0
2684,36,Banten,Jawa,pengalengan,Laut,2005,0
2685,31,DKI Jakarta,Jawa,pengalengan,Laut,2005,35483
2686,32,Jawa Barat,Jawa,pengalengan,Laut,2005,860
2687,33,Jawa Tengah,Jawa,pengalengan,Laut,2005,1298
2688,34,DI Yogyakarta,Jawa,pengalengan,Laut,2005,0
2689,35,Jawa Timur,Jawa,pengalengan,Laut,2005,6037
2690,51,Bali,Bali - Nusa Tenggara,pengalengan,Laut,2005,5679
2691,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,pengalengan,Laut,2005,0
2692,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,pengalengan,Laut,2005,0
2693,61,Kalimantan Barat,Kalimantan,pengalengan,Laut,2005,36
2694,62,Kalimantan Tengah,Kalimantan,pengalengan,Laut,2005,0
2695,63,Kalimantan Selatan,Kalimantan,pengalengan,Laut,2005,153
2696,64,Kalimantan Timur,Kalimantan,pengalengan,Laut,2005,0
2697,71,Sulawesi Utara,Sulawesi,pengalengan,Laut,2005,21193
2698,75,Gorontalo,Sulawesi,pengalengan,Laut,2005,0
2699,72,Sulawesi Tengah,Sulawesi,pengalengan,Laut,2005,0
2700,73,Sulawesi Selatan,Sulawesi,pengalengan,Laut,2005,0
2701,76,Sulawesi Barat,Sulawesi,pengalengan,Laut,2005,0
2702,74,Sulawesi Tenggara,Sulawesi,pengalengan,Laut,2005,0
2703,81,Maluku,Maluku - Papua,pengalengan,Laut,2005,0
2704,82,Maluku Utara,Maluku - Papua,pengalengan,Laut,2005,0
2705,91,Papua Barat,Maluku - Papua,pengalengan,Laut,2005,1976
